1588682761.7,202.25
1588682761.75,202.25
1588682761.8,202.25
1588682761.8500001,202.25
1588682761.9,202.25
1588682761.95,202.25
1588682762.0,202.25
1588682762.05,202.25
1588682762.1000001,202.25
1588682762.15,202.25
1588682762.2,202.25
1588682762.25,202.25
1588682762.3,202.25
1588682762.3500001,359.875
1588682762.4,359.875
1588682762.45,359.875
1588682762.5,359.875
1588682762.55,90.062
1588682762.6000001,89.812
1588682762.65,89.812
1588682762.7,89.812
1588682762.75,89.812
1588682762.8,89.812
1588682762.8500001,89.812
1588682762.9,89.812
1588682762.95,89.812
1588682763.0,89.812
1588682763.05,89.812
1588682763.1000001,89.812
1588682763.15,89.812
1588682763.2,89.812
1588682763.25,89.812
1588682763.3,89.812
1588682763.3500001,89.812
1588682763.4,89.812
1588682763.45,89.812
1588682763.5,89.812
1588682763.55,89.812
1588682763.6000001,89.812
1588682763.65,89.812
1588682763.7,89.812
1588682763.75,89.812
1588682763.8,89.812
1588682763.8500001,89.812
1588682763.9,89.812
1588682763.95,89.812
1588682764.0,89.812
1588682764.05,89.812
1588682764.1000001,89.812
1588682764.15,89.812
1588682764.2,89.812
1588682764.25,89.812
1588682764.3,89.812
1588682764.3500001,89.812
1588682764.4,89.812
1588682764.45,89.812
1588682764.5,89.812
1588682764.55,89.812
1588682764.6000001,89.812
1588682764.65,89.812
1588682764.7,89.812
1588682764.75,89.812
1588682764.8,89.812
1588682764.8500001,89.812
1588682764.9,89.812
1588682765.0,89.812
1588682765.05,89.812
1588682765.1000001,89.812
1588682765.2,89.812
1588682765.25,89.812
1588682765.3,89.812
1588682765.4,89.812
1588682765.45,89.812
1588682765.5,89.812
1588682765.55,89.812
1588682765.6000001,89.812
1588682765.65,89.812
1588682765.7,89.812
1588682765.75,89.812
1588682765.8,89.812
1588682765.8500001,89.812
1588682765.9,89.812
1588682765.95,89.812
1588682766.0,89.812
1588682766.05,89.812
1588682766.1000001,89.812
1588682766.15,89.812
1588682766.2,89.812
1588682766.25,89.812
1588682766.3,89.812
1588682766.3500001,89.812
1588682766.4,89.812
1588682766.45,89.812
1588682766.5,89.812
1588682766.55,89.812
1588682766.6000001,89.812
1588682766.65,89.812
1588682766.7,89.812
1588682766.75,89.812
1588682766.8,89.812
1588682766.8500001,89.812
1588682766.9,89.812
1588682766.95,89.812
1588682767.0,89.812
1588682767.05,89.812
1588682767.1000001,89.812
1588682767.15,89.812
1588682767.2,89.812
1588682767.25,89.812
1588682767.3,89.812
1588682767.3500001,89.812
1588682767.4,89.812
1588682767.45,89.812
1588682767.5,89.812
1588682767.55,89.812
1588682767.6000001,89.812
1588682767.65,89.812
1588682767.7,89.812
1588682767.75,89.812
1588682767.8,89.812
1588682767.8500001,89.812
1588682767.9,89.812
1588682767.95,89.812
1588682768.0,89.812
1588682768.05,89.812
1588682768.1000001,89.812
1588682768.15,89.812
1588682768.2,89.812
1588682768.25,89.812
1588682768.3,89.812
1588682768.3500001,89.812
1588682768.4,89.812
1588682768.45,89.812
1588682768.5,89.812
1588682768.55,89.812
1588682768.6000001,89.812
1588682768.65,89.812
1588682768.7,89.812
1588682768.75,89.812
1588682768.8,89.812
1588682768.8500001,89.812
1588682768.9,89.812
1588682768.95,89.812
1588682769.0,89.812
1588682769.05,89.812
1588682769.1000001,89.812
1588682769.15,89.812
1588682769.25,89.812
1588682769.2,89.812
1588682769.3,89.812
1588682769.3500001,89.812
1588682769.4,89.812
1588682769.45,89.812
1588682769.5,89.812
1588682769.55,89.812
1588682769.6000001,89.812
1588682769.65,89.812
1588682769.7,89.812
1588682769.75,89.812
1588682769.8,89.812
1588682769.8500001,89.812
1588682769.9,89.812
1588682769.95,89.812
1588682770.0,89.812
1588682770.05,89.812
1588682770.1000001,89.812
1588682770.15,89.812
1588682770.2,89.812
1588682770.25,89.812
1588682770.3,89.812
1588682770.3500001,89.812
1588682770.4,89.812
1588682770.45,89.812
1588682770.5,89.812
1588682770.55,89.812
1588682770.6000001,89.812
1588682770.65,89.812
1588682770.7,89.812
1588682770.75,89.812
1588682770.8,89.812
1588682770.8500001,89.812
1588682770.9,89.812
1588682770.95,89.812
1588682771.0,89.812
1588682771.05,89.812
1588682771.1000001,89.812
1588682771.15,89.812
1588682771.2,89.812
1588682771.25,89.812
1588682771.3,89.812
1588682771.3500001,89.812
1588682771.4,89.812
1588682771.45,89.812
1588682771.5,89.812
1588682771.55,89.812
1588682771.6000001,89.812
1588682771.65,89.812
1588682771.7,89.812
1588682771.75,89.812
1588682771.8,89.812
1588682771.8500001,89.812
1588682771.9,89.812
1588682771.95,89.812
